	Acc_Test	Acc_Train
0	47.501686215400696	36.55513823032379
1	48.893943428993225	42.31889545917511
2	52.36417055130005	45.80773413181305
3	50.311195850372314	48.51093888282776
4	52.804261445999146	50.9979248046875
5	54.32944893836975	52.90335416793823
6	54.48189377784729	54.89894151687622
7	55.41592836380005	56.8838119506836
8	55.659979581832886	58.70069861412048
9	56.61971569061279	60.483670234680176
10	57.50982165336609	62.144410610198975
11	58.195960521698	63.91602158546448
12	58.772116899490356	65.60591459274292
13	59.32970643043518	67.21237301826477
14	59.716302156448364	68.81667971611023
15	60.09487509727478	70.31585574150085
16	60.433101654052734	71.74760103225708
17	60.763394832611084	73.13551902770996
18	60.98991632461548	74.44215416908264
19	61.23634576797485	75.65807700157166
20	61.47656440734863	76.78537368774414
21	61.68141961097717	77.82143354415894
22	61.85917258262634	78.77490520477295
23	62.02825903892517	79.65366244316101
24	62.185120582580566	80.46403527259827
25	62.32510209083557	81.2134325504303
26	62.45046257972717	81.90775513648987
27	62.58003115653992	82.55300521850586
28	62.69863843917847	83.15404653549194
29	62.80201077461243	83.71512293815613
30	62.90576457977295	84.24012660980225
31	63.00010681152344	84.73244309425354
32	63.08642029762268	85.19500494003296
33	63.16887140274048	85.63036918640137
34	63.24518322944641	86.04086637496948
35	63.31683397293091	86.42855882644653
36	63.38569521903992	86.79529428482056
37	63.45109939575195	87.14274168014526
38	63.51407766342163	87.47239112854004
39	63.57184648513794	87.78555989265442
40	63.62438201904297	88.08345198631287
41	63.67713212966919	88.36715817451477
42	63.72922658920288	88.6376678943634
43	63.77619504928589	88.89588117599487
44	63.82263898849487	89.14263248443604
45	63.866597414016724	89.37860131263733
46	63.90836238861084	89.60458040237427
47	63.94792199134827	89.8211419582367
48	63.98689150810242	90.02886414527893
49	64.02497291564941	90.22827744483948
